name,cuisinetype,rankingPosition,priceLevel,category,rating,address,numberOfReviews
Koko Japanese Restaurant,Japanese,241,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",323
Kri Kri,Greek,333,$$ - $$$,restaurant,4,"39-41 Little Bourke St, Melbourne, Victoria 3000 Australia",370
La Belle Miette,Dessert,239,$$ - $$$,restaurant,4.5,"8 Collins St, Melbourne, Victoria 3000 Australia",121
La Camera Restaurant Southgate,Italian,145,$$ - $$$,restaurant,4,"Shop MR2, Mid-level, Southgate Southbank, Melbourne, Victoria 3006 Australia",1148
La Cucina Di Sandra,Italian,5,$$ - $$$,restaurant,5,"62 Lyndhurst St Warehouse 62, Richmond, Yarra, Victoria 3121 Australia",73
La Luna Bistro,Steakhouse,69,$$ - $$$,restaurant,4.5,"320 Rathdowne St Carlton, North, Melbourne, Victoria 3054 Australia",384
La Petite Creperie,Dessert,294,$,restaurant,4.5,"125 Swanston St Opposite Melbourne Town Hall, Melbourne, Victoria Australia",155
La Roche,Bar,13,$$ - $$$,restaurant,4.5,"185 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",325
La Spaghettata,Italian,163,$$ - $$$,restaurant,4,"238 Lygon St, Melbourne, Victoria 3053 Australia",536
Laksa King,Malaysian,61,$,restaurant,4.5,"6-12 Pin Oak Cres Flemington, Melbourne, Victoria 3031 Australia",557
Lamaro's Hotel,Bar,328,$$ - $$$,restaurant,4,"273 Cecil St, Melbourne, Victoria 3205 Australia",194
Laurent Bakery,Cafe,311,$$ - $$$,restaurant,4,"306 Little Collins St, Melbourne, Victoria 3000 Australia",352
Le Bon Ton,American,3,$$ - $$$,restaurant,4,"51 Gipps St, Collingwood, Yarra, Victoria 3066 Australia",306
Le Petit Gateau,Dessert,315,$$ - $$$,restaurant,4.5,"458 Little Collins St, Melbourne, Victoria 3000 Australia",76
Le Petite Bourke,Cafe,275,$$ - $$$,restaurant,4.5,"24 Little Bourke St, Melbourne, Victoria 3000 Australia",130
Lee Ho Fook,Chinese,202,$$ - $$$,restaurant,4.5,"11-15 Duckboard Pl, Melbourne, Victoria 3000 Australia",200
Left Bank Melbourne,Bar,368,$$ - $$$,restaurant,3.5,"1 Southbank Boulevard, Melbourne, Victoria 3006 Australia",841
Lemnos Tavern,Greek,4,$$ - $$$,restaurant,4.5,"445 High St, Prahran, Stonnington, Victoria 3181 Australia",113
Lentil As Anything St Kilda,International,14,$,restaurant,4.5,"41 Blessington St, St Kilda, Port Phillip, Victoria 3182 Australia",219
L'Hotel Gitan,French,2,$$ - $$$,restaurant,4,"32 Commercial Rd, Prahran, Stonnington, Victoria 3181 Australia",256
Lindt Chocolate Cafe Southgate Melbourne,Dessert,282,$$ - $$$,restaurant,4,"Shop G09, 3 Southgate Avenue Southgate Retail Precinct, Melbourne, Victoria 3006 Australia",208
Little Africa,African,362,$$ - $$$,restaurant,4.5,"358 Victoria St, Melbourne, Victoria 3051 Australia",58
Little Billy,Australian,258,$$ - $$$,restaurant,4,"Shop W2 195 William St, Melbourne, Victoria 3000 Australia",162
Little Black Pig & Sons,Italian,1,$$ - $$$,restaurant,4.5,"48 Burgundy St, Heidelberg, Banyule, Victoria 3084 Australia",196
Little Cupcakes,Dessert,398,$,restaurant,4.5,"Shop 6/181 William St, Goldsborough Lane, Melbourne, Victoria 3000 Australia",127
Little Ramen Bar,Japanese,236,$,restaurant,4,"369 Little Collins St, Melbourne, Victoria 3000 Australia",173
Little Tommy Tucker Cafe,Cafe,4,$$ - $$$,restaurant,4.5,"432 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",153
Little Vietnam 504,Vietnamese,1,$$ - $$$,restaurant,4.5,"504 Hampton St, Hampton, Bayside, Victoria 3188 Australia",145
Locanda Restaurant & Public Bar,International,317,$$ - $$$,restaurant,4,"186 Exhibition St, Melbourne, Victoria 3000 Australia",369
Lolo and Wren,Cafe,436,$$ - $$$,restaurant,4.5,"484 Albion St West Brunswick, Melbourne, Victoria Australia",84
Longrain,Thai,28,$$ - $$$,restaurant,4.5,"44 Little Bourke St, Melbourne, Victoria 3000 Australia",1172
Lord Cardigan,Australian,278,$$ - $$$,restaurant,4.5,"59 Cardigan Pl, Melbourne, Victoria 3206 Australia",114
Lucy Liu Kitchen and Bar,Asian,67,$$ - $$$,restaurant,4.5,"23 Oliver Lane, Melbourne, Victoria 3000 Australia",1195
Ludlow Bar & Dining Room,Bar,322,$$ - $$$,restaurant,3.5,"6 Riverside Qy, Melbourne, Victoria 3006 Australia",702
Lune Croissanterie,Bakery,221,$,restaurant,4.5,"161 Collins St Shop 16, Enter via Russell Street, Melbourne, Victoria 3000 Australia",156
Lupino Bistro and Bar,Italian,16,$$ - $$$,restaurant,4.5,"41 Little Collins St, Melbourne, Victoria 3000 Australia",416
Maccaroni Trattoria Italiana,Italian,286,$$ - $$$,restaurant,4,"10-16 Manchester Lane, Melbourne, Victoria 3000 Australia",408
Madame Brussels,Bar,114,$$ - $$$,restaurant,4,"59-63 Bourke St Level 3, Above Spaghetti Tree Restaurant!, Melbourne, Victoria 3000 Australia",461
Magic Mountain Saloon,Thai,148,$$ - $$$,restaurant,4,"62 Little Collins St, Melbourne, Victoria 3000 Australia",289
Maha,Turkish,45,$$$$,restaurant,4.5,"21 Bond St, Melbourne, Victoria 3000 Australia",1702
Mahn Doo,Korean,169,$$ - $$$,restaurant,4.5,"365 La Trobe St, Melbourne, Victoria 3000 Australia",119
Mamak,Malaysian,116,$,restaurant,4,"366 Lonsdale St, Melbourne, Victoria 3000 Australia",514
Mamasita,Mexican,135,$$ - $$$,restaurant,4,"11 Collins St, Melbourne, Victoria 3000 Australia",1307
Manchester Press,Cafe,84,$$ - $$$,restaurant,4.5,"8 Rankins Lane, Melbourne, Victoria 3000 Australia",500
Marion Wine Bar,Bar,8,$$ - $$$,restaurant,4.5,"53 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",145
Marios Cafe,Italian,19,$$ - $$$,restaurant,4,"303 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",225
Massi,Italian,320,$$ - $$$,restaurant,4.5,"445 Little Collins St, Melbourne, Victoria 3000 Australia",83
Matteo's,Australian,1,$$$$,restaurant,4.5,"533 Brunswick St Melbourne, North Fitzroy, Yarra, Victoria 3068 Australia",378
Max Bar Restaurant,Italian,63,$$ - $$$,restaurant,4,"54 - 58 Hardware Lane, Melbourne, Victoria 3000 Australia",1405
Meatmaiden,Steakhouse,204,$$ - $$$,restaurant,4,"195 Little Collins St Basement, Melbourne, Victoria 3000 Australia",344
Mediterraneo Charcoal Restaurant,Steakhouse,3,$$ - $$$,restaurant,4.5,"116 Bridport St, Albert Park, Port Phillip, Victoria 3206 Australia",171
Melba Restaurant,Indian,125,$$$$,restaurant,4,"1 Southgate Ave The Langham, Southbank, Melbourne, Victoria 3006 Australia",1306
Melbourne Hwaro Korean Barbecue,Korean,285,$$ - $$$,restaurant,4,"Level Ground 562 Little Bourke St, Melbourne, Victoria 3000 Australia",141
Mercadante Woodfired Pizzeria,Italian,175,$$ - $$$,restaurant,4.5,"Shop 123, Lygon St Carlton, Melbourne, Victoria 3053 Australia",365
Merchant,Italian,182,$$ - $$$,restaurant,4,"495 Collins St, Melbourne, Victoria 3000 Australia",331
Mesh - Crown Promenade,Australian,378,$$ - $$$,restaurant,4,"8 Whiteman Street, Southbank 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",432
Metro Burger,Australian,100,$,restaurant,4.5,"12 Degraves St, Melbourne, Victoria 3000 Australia",146
Mezzo,Italian,225,$$ - $$$,restaurant,4,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",324
Milk the Cow,Bar,2,$$ - $$$,restaurant,4.5,"U 1 157 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",338
Milk the Cow,Bar,161,$$ - $$$,restaurant,4.5,"323 Lygon St, Melbourne, Victoria 3053 Australia",152
Mister and Miss Cafe,Cafe,1,$$ - $$$,restaurant,4,"Mont Albert Victoria 711-713 Whitehorse Rd, Mont Albert, Whitehorse, Victoria 3127 Australia",199
Mister Bianco,Italian,3,$$ - $$$,restaurant,4,"285 High St, Kew, Boroondara, Victoria 3101 Australia",214
Mitre Tavern Steakhouse & Grill,Steakhouse,151,$$ - $$$,restaurant,4,"5 Bank Pl Level 1, Melbourne, Victoria 3000 Australia",424
Miyako Japanese Cuisine & Teppanyaki,Japanese,250,$$ - $$$,restaurant,4,"3 Southgate Ave Upper Level, Shop UR2, Southgate Arts & Leisure Precinct, Melbourne, Victoria 3006 Australia",323
Mjolner,European,195,$$$$,restaurant,4.5,"106 Hardware St, Melbourne, Victoria 3000 Australia",136
Moroccan Soup Bar,Moroccan,2,$,restaurant,4.5,"183 St Georges Rd, North Fitzroy, Yarra, Victoria 3068 Australia",218
MoVida Aqui,Spanish,81,$$ - $$$,restaurant,4.5,"Nab Building, 1 500 Bourke St NAB Building, Melbourne, Victoria 3000 Australia",752
Movida Bar de Tapas,Spanish,72,$$ - $$$,restaurant,4.5,"1 Hosier Lane, Melbourne, Victoria 3000 Australia",2760
MoVida Next Door,Spanish,73,$$ - $$$,restaurant,4.5,"164 Flinders St, Melbourne, Victoria 3000 Australia",528
Mr Huang Jin,Chinese,227,$$ - $$$,restaurant,4.5,"24 Katherine Pl Plaza Level, Rialto Towers, Melbourne, Victoria 3000 Australia",96
Mr. Hive,Australian,289,$$ - $$$,restaurant,4,"Level 1, Crown Metropol 8 Whiteman Street, Melbourne, Victoria Australia",456
Mr. Miyagi,Japanese,2,$$ - $$$,restaurant,4,"99 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",401
Munich Brauhaus,German,304,$$ - $$$,restaurant,3.5,"45 South Wharf Promenade, Melbourne, Victoria Australia",1034
Naked for Satan,Bar,5,$$ - $$$,restaurant,4.5,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",1244
Naked in the Sky,Bar,20,$$ - $$$,restaurant,4.5,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",130
Nevsky Russian Restaurant,Russian,1,$$ - $$$,restaurant,4.5,"476 Glen Huntly Rd, Elsternwick, Glen Eira, Victoria 3185 Australia",160
Nine Elephants,Thai,279,$$ - $$$,restaurant,4.5,"67 Village St Docklands, Melbourne, Victoria 3008 Australia",145
Nirankar Restaurant,Nepalese,248,$$ - $$$,restaurant,4.5,"174-176 Queen St, Melbourne, Victoria 3000 Australia",189
No35,Australian,104,$$$$,restaurant,4,"35/25 Collins St Level 35, Melbourne, Victoria 3000 Australia",929
Nobu Melbourne,Japanese,178,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St, Melbourne, Victoria 3006 Australia",1462
Noir,French,3,$$$$,restaurant,4.5,"175 Swan St, Richmond, Yarra, Victoria 3121 Australia",234
Oak & Vine,Australian,276,$$ - $$$,restaurant,4.5,"60 Market St, Melbourne, Victoria 3000 Australia",108
Om Nom,Dessert,83,$$$$,restaurant,4,"187 Flinders Lane Adelphi Hotel, Melbourne, Victoria 3000 Australia",545
Ombra Salumi Bar,Italian,158,$$ - $$$,restaurant,4.5,"76 Bourke St, Melbourne, Victoria 3000 Australia",230
One Eleven,Australian,313,$$$$,restaurant,4,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",175
Operator 25,Cafe,22,$$ - $$$,restaurant,4.5,"25 Wills St, Melbourne, Victoria 3000 Australia",447
Oriental Spoon,Korean,295,$$ - $$$,restaurant,4,"254 La Trobe St, Melbourne, Victoria 3000 Australia",217
Oriental Tea House,Chinese,255,$$ - $$$,restaurant,4,"378 Little Collins St, Melbourne, Victoria 3000 Australia",221
Osteria Ilaria,Italian,120,$$ - $$$,restaurant,4.5,"367 Little Bourke St, Melbourne, Victoria 3000 Australia",248
P.J.O'Brien's Irish Pub,Bar,92,$$ - $$$,restaurant,4,"Southgate Southgate Restaurant & Shopping Precinct, Melbourne, Victoria 3006 Australia",544
Pacinos Italian Family Restaurant,Italian,1,$$ - $$$,restaurant,4.5,"300 Epsom Rd 300-320 Epsom Road, Ascot Vale, Moonee Valley, Victoria 3031 Australia",240
Palermo,Argentinan,166,$$ - $$$,restaurant,4.5,"401 Little Bourke St, Melbourne, Victoria 3000 Australia",143
Papa Gino's Pizza Restaurant,Italian,209,$$ - $$$,restaurant,4,"Lygon Street Carlton, Melbourne, Victoria 3053 Australia",465
Paper Plate Restaurant,Vietnamese,12,$$ - $$$,restaurant,4.5,"318 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",65
Paris Go Bistro,French,307,$$ - $$$,restaurant,4,"116 Rathdowne St, Melbourne, Victoria 3053 Australia",169
Park Street Pasta & Wine,Italian,443,$$ - $$$,restaurant,4.5,"268 Park St South Melbourne, Melbourne, Victoria 3205 Australia",91
Pascale Bar & Grill,European,284,$$$$,restaurant,4.5,"133 Russell St Level 1, Melbourne, Victoria 3000 Australia",161
pastuso,Peruvian,78,$$ - $$$,restaurant,4.5,"19 Acdc Lane Off Flinders Lane Between Collins St and Exhibition St, Melbourne, Victoria 3000 Australia",857
Patricia Coffee Brewers,Cafe,27,$,restaurant,4.5,"493-495 Little Bourke St, Melbourne, Victoria 3000 Australia",212
Peko Peko,Chinese,223,$,restaurant,4.5,"190 Wells St, Melbourne, Victoria 3205 Australia",208
Pellegrini's Espresso Bar,Italian,127,$,restaurant,4,"66 Bourke St, Melbourne, Victoria 3000 Australia",1067
Phancy Cafe,Cafe,340,$$ - $$$,restaurant,4.5,"408 Queen St, Melbourne, Victoria 3000 Australia",93
Philhellene,Greek,3,$$ - $$$,restaurant,4,"551-553 Mount Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",187
Philippe,French,103,$$$$,restaurant,4.5,"115 Collins St, Melbourne, Victoria 3000 Australia",261
Pho Bo Ga Mekong,Vietnamese,269,$,restaurant,4,"241 Swanston St, Melbourne, Victoria 3000 Australia",448
Piccolo Mondo,Italian,47,$$ - $$$,restaurant,4.5,"240 Lygon St Carlton, Melbourne, Victoria 3053 Australia",735
Pidapipo Gelateria,Dessert,11,$,restaurant,4.5,"299 Lygon St, Carlton, Melbourne, Victoria 3053 Australia",433
Pier Port Melbourne,Bar,220,$$ - $$$,restaurant,4.5,"1 Bay St, Melbourne, Victoria 3207 Australia",189
Pilgrim Bar,Bar,325,$$ - $$$,restaurant,4,"Vaults 15-19 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",175
Pinchy's,Australian,198,$$ - $$$,restaurant,4.5,"Level 1, 200 Bourke St Midcity Arcade, Melbourne, Victoria 3000 Australia",146
Plain Sailing,Cafe,1,$$ - $$$,restaurant,4.5,"144 Ormond Rd, Elwood, Port Phillip, Victoria 3184 Australia",85
Plus 5,Italian,359,$$ - $$$,restaurant,4,"37 South Wharf Promenade, Melbourne, Victoria 3008 Australia",233
Ponyfish Island,Bar,115,$$ - $$$,restaurant,4,"Underneath Evan Walker Pedestrian Bridge Southbank, Melbourne, Victoria 3006 Australia",479
Pope Joan,Cafe,354,$$ - $$$,restaurant,4,"45 Collins St, Melbourne, Victoria 3000 Australia",170
Postmaster Hotel,Bar,2,$$ - $$$,restaurant,4,"186 High St, Kew, Boroondara, Victoria 3101 Australia",185
Pretty Boy Italian Steakhouse,Italian,348,$$ - $$$,restaurant,4.5,"399 Little Lonsdale Street Level 1, Melbourne, Victoria 3000 Australia",73
Pud Thai vs Pho,Thai,347,$,restaurant,4.5,"60 Siddeley St, Melbourne, Victoria 3008 Australia",103
Punch Lane,European,34,$$ - $$$,restaurant,4.5,"43 Little Bourke St, Melbourne, Victoria 3000 Australia",667
Pure South Dining,Australian,177,$$$$,restaurant,4,"3 Southgate Ave Southbank, Melbourne, Victoria 3006 Australia",927
QT Kitchen,Vietnamese,1,$$ - $$$,restaurant,4.5,"12 High St, Glen Iris, Stonnington, Victoria 3146 Australia",71
Radii Restaurant & Bar,European,384,$$$$,restaurant,4,"1 Parliament Pl, Melbourne, Victoria 3002 Australia",211
Radio Mexico Taqueria & Bar,Mexican,15,$$ - $$$,restaurant,4,"11-13 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",288
Railway Hotel,Bar,52,$$ - $$$,restaurant,4.5,"280 Ferrars St, Melbourne, Victoria 3205 Australia",267
Rare Steakhouse Downtown,Steakhouse,60,$$ - $$$,restaurant,4.5,"42-44 King St, Melbourne, Victoria 3000 Australia",516
Rare Steakhouse Midtown,Steakhouse,51,$$ - $$$,restaurant,4.5,"12 Goldie Pl, Melbourne, Victoria 3000 Australia",344
Rare Steakhouse Uptown,Steakhouse,40,$$ - $$$,restaurant,4.5,"61 Little Collins St Shop 6, Melbourne, Victoria 3000 Australia",755
Red Emperor Chinese Restaurant,Chinese,165,$$ - $$$,restaurant,4,"3 Southgate Ave M10/ Mid Level, Melbourne, Victoria 3006 Australia",534
Red Pepper Indian Restaurant,Indian,254,$$ - $$$,restaurant,4,"14 Bourke St, Melbourne, Victoria 3000 Australia",408
Red Spice Road,Thai,31,$$ - $$$,restaurant,4.5,"141 Queen St, Melbourne, Victoria 3000 Australia",1737
Republica,Australian,11,$$ - $$$,restaurant,4,"10-18 Jacka Boulevard St. Kilda Sea Baths, St Kilda, Port Phillip, Victoria 3182 Australia",492
Restaurant 1903,Australian,245,$$ - $$$,restaurant,4.5,"44 Spencer St Very Close to Southern Cross Railway Station, Melbourne, Victoria 3000 Australia",155
Ricardo's Trattoria,Italian,1,$$ - $$$,restaurant,4.5,"99 Dundas Pl, Albert Park, Port Phillip, Victoria 3206 Australia",176
Rice Paper,Vietnamese,192,$,restaurant,4,"245 Swanston St, Melbourne, Victoria 3000 Australia",287
Rice Paper Scissors,Thai,6,$$ - $$$,restaurant,4.5,"15 Hardware Lane, Melbourne, Victoria 3000 Australia",2701
Richmond Oyster,Australian,6,$$ - $$$,restaurant,4.5,"437 Church St, Richmond, Yarra, Victoria 3121 Australia",326
Riverland,Bar,375,$$ - $$$,restaurant,4,"Vaults 1-9 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",317
Rock Paper Scissors,Cafe,260,$$ - $$$,restaurant,4.5,"136-138 Rouse St, Melbourne, Victoria 3207 Australia",76
Rocket Burger & Fries,American,321,$,restaurant,4.5,"Cnr Flinders & Elizabeth Streets 26 Elizabeth St, Melbourne, Victoria 3000 Australia",131
Rockpool Bar & Grill,Steakhouse,189,$$$$,restaurant,4,"Crown Complex Southbank, Melbourne, Victoria 3006 Australia",1961
Rococo,Italian,6,$$ - $$$,restaurant,4,"87-91 Acland St St.Kilda, St Kilda, Port Phillip, Victoria 3182 Australia",973
Rosa's Canteen,Italian,138,$$ - $$$,restaurant,4.5,"Cnr Little Bourke & Thomson St Level 1, Melbourne, Victoria 3000 Australia",154
Rosco's at Chevron Cafe Bar,Italian,118,$$ - $$$,restaurant,4.5,"14/519 St Kilda Rd, Melbourne, Victoria 3004 Australia",262
Rosetta,Italian,224,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Melbourne, Victoria 3006 Australia",996
Roule Galette Melbourne,French,8,$,restaurant,4.5,"241 Flinders Lane Shop 1, Melbourne, Victoria 3000 Australia",604
Royal Stacks,American,256,$,restaurant,4,"470 Collins St, Melbourne, Victoria 3000 Australia",169
Rubiras,Australian,174,$$ - $$$,restaurant,4.5,"192 Station St Swallows Hotel, Melbourne, Victoria 3207 Australia",218
Rumi Brunswick,Lebanese,1,$$ - $$$,restaurant,4.5,"116 Lygon St, Brunswick East, Moreland, Victoria 3057 Australia",265
Ruyi Modern Chinese,Chinese,25,$$ - $$$,restaurant,4.5,"16 Liverpool St, Melbourne, Victoria 3000 Australia",377
Saint & Rogue,Bar,330,$$ - $$$,restaurant,4,"582 Little Collins St, Melbourne, Victoria 3000 Australia",127
Saint Crispin,Australian,4,$$$$,restaurant,4,"300 Smith St, Collingwood, Yarra, Victoria 3066 Australia",332
Sake Restaurant & Bar,Japanese,180,$$ - $$$,restaurant,4,"100 St Kilda Rd Hamer Hall, Arts Centre, Melbourne, Victoria 3004 Australia",725
Sake Restaurant & Bar,Japanese,389,$$ - $$$,restaurant,4,"121 Flinders Lane, Melbourne, Victoria 3000 Australia",181
Sakura Kaiten,Japanese,361,$$ - $$$,restaurant,4.5,"60 Little Collins St, Melbourne, Victoria 3000 Australia",132
Sally's Kitchen and Winebar,Australian,131,$$ - $$$,restaurant,4.5,"115 Little Lonsdale St, Melbourne, Victoria 3000 Australia",232
Salona Restaurant,Greek,351,$$ - $$$,restaurant,4.5,"260A Swan Street, Richmond, Melbourne, Victoria 3121 Australia",126
San Telmo,Steakhouse,66,$$ - $$$,restaurant,4.5,"14 Meyers Pl, Melbourne, Victoria 3000 Australia",709
Sapa Hills Restaurant,Vietnamese,2,$$ - $$$,restaurant,4.5,"112 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",196
Saporito Cafe Bar & Grill,,352,$$ - $$$,restaurant,4.5,"12-16 Kavanagh St, Melbourne, Victoria 3006 Australia",71
Saporito Taquito,,264,$$ - $$$,restaurant,4.5,"163 Inkerman St Unit 211, Melbourne, Victoria 3182 Australia",96
Saxe,,379,$$ - $$$,restaurant,4.5,"211 Queen St, Melbourne, Victoria 3000 Australia",52
Scopri,,1,$$ - $$$,restaurant,5,"191 Nicholson St Carlton, Melbourne, Victoria 3053 Australia",1049
Scugnizzo,,199,$$ - $$$,restaurant,4.5,"558 Little Bourke St Entrance via Merritts place, Melbourne, Victoria 3000 Australia",180
seamstress,,36,$$ - $$$,restaurant,4.5,"113 Lonsdale St, Melbourne, Victoria 3000 Australia",501
Seasons Provedore,,102,$$ - $$$,restaurant,4.5,"199 Lygon St, Melbourne, Victoria 3053 Australia",494
Seedling Cafe,,238,$$ - $$$,restaurant,4.5,"349 Little Collins St, Melbourne, Victoria 3000 Australia",75
Self Preservation,,230,$$ - $$$,restaurant,4,"70 Bourke St, Melbourne, Victoria 3000 Australia",207
Seven Seeds,,46,$$ - $$$,restaurant,4.5,"114 Berkley Street Carlton, Melbourne, Victoria Australia",381
Sezar,,18,$$ - $$$,restaurant,4.5,"6 Melbourne Pl, Melbourne, Victoria 3000 Australia",1024
Shakahari too,,355,$$ - $$$,restaurant,4.5,"225 Clarendon St, Melbourne, Victoria 3205 Australia",89
Shakahari Vegetarian Restaurant,,231,$$ - $$$,restaurant,4.5,"201-203 Faraday St, Melbourne, Victoria 3053 Australia",221
ShanDong MaMa,,271,$,restaurant,4,"200 Bourke St Mid City Centre, Shop 7, Melbourne, Victoria 3000 Australia",220
ShanDong MaMa mini,,302,$,restaurant,4.5,"5 Centre Pl, Melbourne, Victoria 3000 Australia",63
Shanghai Street,,121,$,restaurant,4,"342 Little Bourke St, Melbourne, Victoria 3000 Australia",595
Shark Fin Inn,,406,$$ - $$$,restaurant,3.5,"50 Little Bourke St, Melbourne, Victoria 3000 Australia",586
Shoya,,310,$$$$,restaurant,4,"25 Market Lane, Melbourne, Victoria 3000 Australia",216
Shujinko,,261,$,restaurant,4,"225 Russell St, Melbourne, Victoria 3000 Australia",142
Simply Spanish,,222,$$ - $$$,restaurant,4,"116 Cecil St, Melbourne, Victoria 3205 Australia",251
Simply Spanish QVM,,215,$$ - $$$,restaurant,4.5,"513 Elizabeth St, Melbourne, Victoria 3000 Australia",210
Sir Charles,,14,$$ - $$$,restaurant,4.5,"121 Johnston St, Fitzroy, Yarra, Victoria 3065 Australia",133
Sister of Soul,,9,$$ - $$$,restaurant,4,"73 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",402
Smith and Daughters,,9,$$ - $$$,restaurant,4.5,"175 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",388
Sons of Mary,,2,$$ - $$$,restaurant,4.5,"14 Spink St, Brighton, Bayside, Victoria 3186 Australia",233
Sosta Ristorante,,283,$$ - $$$,restaurant,4.5,"12 Errol Street, Melbourne, Victoria 3051 Australia",183
Spaghetti Tree,,171,$$ - $$$,restaurant,4,"59 Bourke St, Melbourne, Victoria 3000 Australia",786
Spice Temple,,200,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Southbank, Melbourne, Victoria 3006 Australia",1311
Spicy Korea,,296,$,restaurant,4.5,"U 1 601 Little Collins St, Melbourne, Victoria 3000 Australia",72
SPQR Pizzeria,,197,$$ - $$$,restaurant,4.5,"26 Liverpool Street, Melbourne 3000, Melbourne, Victoria 3000 Australia",194
Spring Street Grocer Cafe,,305,$$ - $$$,restaurant,4.5,"157 Spring St, Melbourne, Victoria 3000 Australia",96
Square & Compass,,290,$$ - $$$,restaurant,4.5,"222 Clarendon Street, Melbourne, Victoria Australia",113
Squires Loft South Yarra,,93,$$ - $$$,restaurant,4.5,"166 Toorak Rd, Melbourne, Victoria 3141 Australia",383
St Ali Coffee Roasters,,111,$$ - $$$,restaurant,4,"12-18 Yarra Pl, Melbourne, Victoria 3205 Australia",632
St LuJa,,7,$$ - $$$,restaurant,4.5,"9 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",124
Stalactites,,149,$$ - $$$,restaurant,4,"177-183 Lonsdale St, Melbourne, Victoria 3000 Australia",1473
Station Hotel,,3,$$ - $$$,restaurant,4,"59 Napier St, Footscray, Maribyrnong, Victoria 3011 Australia",352
Steer Dining Room,,298,$$ - $$$,restaurant,4.5,"15 Claremont St, Melbourne, Victoria 3141 Australia",76
Straight Outta Saigon,,13,$$ - $$$,restaurant,4.5,"138 Russell Street Ground level, Melbourne, Victoria 3000 Australia",337
Straits Cafe Melbourne,,75,$$ - $$$,restaurant,4.5,"Rendezvous Hotel Melbourne 328 Flinders St, Melbourne, Victoria 3000 Australia",262
Sud Food and Wine,,56,$$ - $$$,restaurant,4.5,"219 King St, Melbourne, Victoria 3000 Australia",230
Sunda,,253,$$ - $$$,restaurant,4.5,"18 Punch lane, Melbourne, Victoria 3000 Australia",111
Supernormal,,53,$$ - $$$,restaurant,4.5,"180 Flinders Lane, Melbourne, Victoria 3000 Australia",1619
Sushi Hub Swanston,,196,$,restaurant,4.5,"55 Swanston St, Melbourne, Victoria 3000 Australia",191
Swaad India's Zest,,3,$$ - $$$,restaurant,4.5,"Shop 9 271-275 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",81
Taxi Kitchen,,76,$$ - $$$,restaurant,4.5,"Level 1, Federation Square, Flinders Street Transport Hotel, Melbourne, Victoria 3000 Australia",953
Tazio,,201,$$ - $$$,restaurant,4,"91 Flinders Lane, Melbourne, Victoria 3000 Australia",291
Teatro,,206,$$ - $$$,restaurant,4,"Southbank Promenade Tenancy A Hamer Hall, Melbourne, Victoria 3006 Australia",510
Ten Square Cafe,,214,$$ - $$$,restaurant,5,"120 Hardware St, Melbourne, Victoria 3000 Australia",64
Terra Rossa Restaurant & Bar,,137,$$ - $$$,restaurant,4,"87 Flinders Lane, Melbourne, Victoria 3000 Australia",458
Thai city,,438,$$ - $$$,restaurant,4.5,"124 Lygon Street Carlton, Melbourne, Victoria 3000 Australia",72
The  European,,97,$$ - $$$,restaurant,4,"161 Spring St, Melbourne, Victoria 3000 Australia",951
The Abyssinian,,187,$$ - $$$,restaurant,4.5,"277 Racecourse Rd, Melbourne, Victoria 3031 Australia",113
The Atlantic Restaurant,,207,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Entertainment Complex, Melbourne, Victoria 3006 Australia",1570
The Bank on Collins,,98,$$ - $$$,restaurant,4,"394 Collins St, Melbourne, Victoria 3000 Australia",393
The Boatbuilders Yard,,211,$$ - $$$,restaurant,4,"23 South Wharf Prom, Melbourne, Victoria 3006 Australia",680
