name,cuisinetype,rankingPosition,priceLevel,category,rating,address,numberOfReviews,latitude,longitude,Postcode
Grossi  Florentino,Italian,133,$$$$,restaurant,4,"80 Bourke St, Melbourne, Victoria 3000 Australia",1262,-37.81192488,144.9705843,3000
Hakata Gensuke Ramen,Japanese,54,$,restaurant,4.5,"168 Russell St, Melbourne, Victoria 3000 Australia",369,-37.81208155,144.9679716,3000
Half Moon Cafe,Egyptian,1,$,restaurant,5,"13 Victoria St Shop 13, Coburg, Moreland, Victoria 3058 Australia",65,-37.7423284,144.9581778,3058
Hanoi Mee Kitchen & Bar,Vietnamese,184,$$ - $$$,restaurant,4.5,"140 Rouse St Port Melbourne, Melbourne, Victoria 3207 Australia",112,-37.8421333,144.939829,3207
Hawker Boys,Vietnamese,399,$,restaurant,4.5,"85 Hardware Lane, Melbourne, Victoria 3000 Australia",70,-37.8129616,144.9607886,3000
Hawker Hall,Singaporean,4,$$ - $$$,restaurant,4,"98 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",506,-37.854552,144.993069,3181
Higher Ground,Cafe,134,$$ - $$$,restaurant,4,"650 Little Bourke St, Melbourne, Victoria 3000 Australia",713,-37.8157716,144.9536531,3000
Hochi Mama,Thai,17,$$ - $$$,restaurant,4.5,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",1469,-37.81355815,144.961973,3000
Hooks At The Yarra,Australian,390,$$ - $$$,restaurant,4.5,"Yarra's Edge 50 River Esp Docklands, Melbourne, Victoria 3008 Australia",130,-37.822802,144.9406234,3008
Hopetoun Tea Rooms est. 1892,Dessert,26,$$ - $$$,restaurant,4.5,"421 Bourke St Hopetoun Tea Rooms, Melbourne, Victoria 3000 Australia",2311,-37.814922,144.961637,3000
Hophaus Bar,Bar,251,$$ - $$$,restaurant,4,"Southgate Ave Shop MR5, Mid-Level, Southbank Promenade, Melbourne, Victoria 3006 Australia",471,-37.8199197,144.9664768,3006
Hopscotch,Bar,288,$$ - $$$,restaurant,3.5,"Ground Floor, 4 Riverside Quay Southbank, Melbourne, Victoria 3006 Australia",589,-37.8207939,144.9632031,3006
Hot Poppy,Cafe,364,$$ - $$$,restaurant,4.5,"9 Errol St, Melbourne, Victoria 3051 Australia",74,-37.8047581,144.9490968,3051
HQ's On William,Australian,122,$$ - $$$,restaurant,4.5,"380 William St Radisson on Flagstaff Gardens, Melbourne, Victoria 3000 Australia",306,-37.810355,144.956038,3000
Humble Rays,Cafe,267,$$ - $$$,restaurant,4.5,"71 Bouverie St Carlton, Melbourne, Victoria 3053 Australia",88,-37.8047561,144.9614974,3053
Hunky Dory,Australian,240,$,restaurant,4.5,"670 Chapel Street Shop 17, Melbourne, Victoria 3205 Australia",245,-37.8375027,144.9961815,3205
Hurricane Handsome,Cafe,341,$$ - $$$,restaurant,4.5,"329-331 Bay St, Melbourne, Victoria 3207 Australia",89,-37.8425339,144.938633,3207
Hutong Dumpling Bar,Chinese,153,$$ - $$$,restaurant,4,"14-16 Market Lane, Melbourne, Victoria 3000 Australia",766,-37.8118714,144.9693954,3000
Ides,Japanese,170,$$$$,restaurant,4.5,"92 Smith St, Melbourne, Victoria 3066 Australia",129,-37.805621,144.983311,3066
Il Bacaro Cucina e Bar,Italian,12,$$$$,restaurant,4.5,"68-170 Little Collins St 168-170 Little Collins St, Melbourne, Victoria 3000 Australia",504,-37.825071,144.978682,3000
IL Dolce Freddo,Dessert,146,$,restaurant,4.5,"116 Lygon Street, Carlton, Melbourne, Victoria 3053 Australia",175,-37.804343,144.9666022,3053
Il Duca,Italian,157,$$ - $$$,restaurant,4.5,"132 Wellington Pde, Melbourne, Victoria 3002 Australia",242,-37.8162493,144.9856524,3002
Il Gambero,Italian,303,$$ - $$$,restaurant,4,"166 Lygon St Carlton, Melbourne, Victoria 3053 Australia",322,-37.8033049,144.9666943,3053
Il Solito Posto,Italian,23,$$ - $$$,restaurant,4.5,"113 Collins St via George Parade, Melbourne, Victoria 3000 Australia",989,-37.825071,144.978682,3000
Indian Palace Restaurant,Indian,4,$$ - $$$,restaurant,4.5,"131 Church St, Brighton, Bayside, Victoria 3186 Australia",153,-37.915522,144.996434,3186
Isan Soul Thai Street Food,Thai,265,$$ - $$$,restaurant,4.5,"98 Bourke St, Melbourne, Victoria 3000 Australia",89,-37.81207407,144.9700632,3000
Ish Restaurant,Indian,15,$$ - $$$,restaurant,5,"199 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",62,-37.8060268,144.9812022,3065
Izakaya Den,Japanese,173,$$ - $$$,restaurant,4.5,"Basement 118 Russell St, Melbourne, Victoria 3000 Australia",258,-37.8136078,144.9686931,3000
Japanese Teppanyaki Inn,Japanese,107,$$$$,restaurant,4.5,"182 Collins St, Melbourne, Victoria 3000 Australia",219,-37.8146876,144.9674253,3000
Jim's Greek Tavern,Greek,5,$$ - $$$,restaurant,4,"32 Johnston St, Collingwood, Yarra, Victoria 3066 Australia",457,-37.7989828,144.9857781,3066
Jinda Thai,Thai,1,$$ - $$$,restaurant,4.5,"3-7 Ferguson St, Abbotsford, Yarra, Victoria 3067 Australia",328,-37.8093414,144.9924211,3067
Journeyman,Cafe,3,$$ - $$$,restaurant,4.5,"169 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",203,-37.852221,144.993115,3181
Juicy Bao,Chinese,123,$,restaurant,4.5,"178-190 Little Bourke St Shop 2, Melbourne, Victoria 3000 Australia",365,-37.81192327,144.9670626,3000
Jungle Juice Bar,Cafe,393,$,restaurant,4.5,"20 Centre Pl, Melbourne, Victoria 3000 Australia",78,-37.816712,144.965643,3000
Kazuki's,Japanese,9,$$$$,restaurant,4.5,"121 Lygon St Carlton, Melbourne, Victoria 3053 Australia",500,-37.80414695,144.9660324,3053
Kekou,Malaysian,7,$$ - $$$,restaurant,5,"396 Bridge Road, Richmond, Yarra, Victoria 3121 Australia",64,-37.81925638,145.0046463,3121
Kenzan Japanese Restaurant,Japanese,105,$$ - $$$,restaurant,4.5,"56 Flinders Lane At Collins Place, Melbourne, Victoria 3000 Australia",278,-37.825071,144.978682,3000
Khao San Road,Thai,5,$$ - $$$,restaurant,4.5,"696 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",114,-37.7686731,144.9255698,3039
Kirks Wine Bar,French,243,$$ - $$$,restaurant,4,"Cnr Hardware Lane and Little Bourke, Melbourne, Victoria 3000 Australia",217,-32.750252,151.575885,3000
Kisume,Japanese,234,$$$$,restaurant,4,"175 Flinders Lane, Melbourne, Victoria 3000 Australia",399,-37.816048,144.968644,3000
Kiwi Fish & Chips,Australian,382,$$ - $$$,restaurant,4.5,"412-422 Victoria Pde Shop 9B, Melbourne, Victoria 3002 Australia",89,-37.8096501,144.9852705,3002
Koko Black,Dessert,312,$$ - $$$,restaurant,4.5,"167 Lygon St, Melbourne, Victoria 3053 Australia",187,-37.80178055,144.9664582,3053
Koko Black Chocolate,Dessert,38,$$ - $$$,restaurant,4.5,"52 Collins St, Melbourne, Victoria 3000 Australia",558,-37.81356675,144.9718475,3000
Koko Japanese Restaurant,Japanese,241,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",323,-37.8242677,144.9577541,3006
Kri Kri,Greek,333,$$ - $$$,restaurant,4,"39-41 Little Bourke St, Melbourne, Victoria 3000 Australia",370,-37.810791,144.971501,3000
La Belle Miette,Dessert,239,$$ - $$$,restaurant,4.5,"8 Collins St, Melbourne, Victoria 3000 Australia",121,-37.81313025,144.9732628,3000
La Cucina Di Sandra,Italian,5,$$ - $$$,restaurant,5,"62 Lyndhurst St Warehouse 62, Richmond, Yarra, Victoria 3121 Australia",73,-37.8191458,145.0007082,3121
La Luna Bistro,Steakhouse,69,$$ - $$$,restaurant,4.5,"320 Rathdowne St Carlton, North, Melbourne, Victoria 3054 Australia",384,-37.7910853,144.9718262,3054
La Petite Creperie,Dessert,294,$,restaurant,4.5,"125 Swanston St Opposite Melbourne Town Hall, Melbourne, Victoria Australia",155,-37.8033733,144.9499621,3000
La Roche,Bar,13,$$ - $$$,restaurant,4.5,"185 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",325,-37.86955,144.980401,3182
La Spaghettata,Italian,163,$$ - $$$,restaurant,4,"238 Lygon St, Melbourne, Victoria 3053 Australia",536,-37.8016097,144.9671276,3053
Laksa King,Malaysian,61,$,restaurant,4.5,"6-12 Pin Oak Cres Flemington, Melbourne, Victoria 3031 Australia",557,-37.78784065,144.9296235,3031
Lamaro's Hotel,Bar,328,$$ - $$$,restaurant,4,"273 Cecil St, Melbourne, Victoria 3205 Australia",194,-37.8384573,144.960606,3205
Laurent Bakery,Cafe,311,$$ - $$$,restaurant,4,"306 Little Collins St, Melbourne, Victoria 3000 Australia",352,-37.814879,144.964421,3000
Le Bon Ton,American,3,$$ - $$$,restaurant,4,"51 Gipps St, Collingwood, Yarra, Victoria 3066 Australia",306,-37.8047536,144.9886343,3066
Le Petit Gateau,Dessert,315,$$ - $$$,restaurant,4.5,"458 Little Collins St, Melbourne, Victoria 3000 Australia",76,-37.815574,144.959368,3000
Le Petite Bourke,Cafe,275,$$ - $$$,restaurant,4.5,"24 Little Bourke St, Melbourne, Victoria 3000 Australia",130,-37.81060509,144.9716454,3000
Lee Ho Fook,Chinese,202,$$ - $$$,restaurant,4.5,"11-15 Duckboard Pl, Melbourne, Victoria 3000 Australia",200,-37.815602,144.971308,3000
Left Bank Melbourne,Bar,368,$$ - $$$,restaurant,3.5,"1 Southbank Boulevard, Melbourne, Victoria 3006 Australia",841,-37.820945,144.9625854,3006
Lemnos Tavern,Greek,4,$$ - $$$,restaurant,4.5,"445 High St, Prahran, Stonnington, Victoria 3181 Australia",113,-37.853043,145.003321,3181
Lentil As Anything St Kilda,Vegan,14,$,restaurant,4.5,"41 Blessington St, St Kilda, Port Phillip, Victoria 3182 Australia",219,-37.8704051,144.980984,3182
L'Hotel Gitan,French,2,$$ - $$$,restaurant,4,"32 Commercial Rd, Prahran, Stonnington, Victoria 3181 Australia",256,-37.8460961,144.9869036,3181
Lindt Chocolate Cafe Southgate Melbourne,Dessert,282,$$ - $$$,restaurant,4,"Shop G09, 3 Southgate Avenue Southgate Retail Precinct, Melbourne, Victoria 3006 Australia",208,-37.825071,144.978682,3006
Little Africa,African,362,$$ - $$$,restaurant,4.5,"358 Victoria St, Melbourne, Victoria 3051 Australia",58,-37.8109577,145.0034545,3051
Little Billy,Australian,258,$$ - $$$,restaurant,4,"Shop W2 195 William St, Melbourne, Victoria 3000 Australia",162,-37.814557,144.957419,3000
Little Black Pig & Sons,Italian,1,$$ - $$$,restaurant,4.5,"48 Burgundy St, Heidelberg, Banyule, Victoria 3084 Australia",196,-37.7563257,145.068666,3084
Little Cupcakes,Dessert,398,$,restaurant,4.5,"Shop 6/181 William St, Goldsborough Lane, Melbourne, Victoria 3000 Australia",127,-37.825071,144.978682,3000
Little Ramen Bar,Japanese,236,$,restaurant,4,"369 Little Collins St, Melbourne, Victoria 3000 Australia",173,-37.816363,144.962794,3000
Little Tommy Tucker Cafe,Cafe,4,$$ - $$$,restaurant,4.5,"432 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",153,-37.918531,145.038045,3204
Little Vietnam 504,Vietnamese,1,$$ - $$$,restaurant,4.5,"504 Hampton St, Hampton, Bayside, Victoria 3188 Australia",145,-37.934913,145.00319,3188
Locanda Restaurant & Public Bar,Italian,317,$$ - $$$,restaurant,4,"186 Exhibition St, Melbourne, Victoria 3000 Australia",369,-37.811201,144.9706806,3000
Lolo and Wren,Cafe,436,$$ - $$$,restaurant,4.5,"484 Albion St West Brunswick, Melbourne, Victoria Australia",84,-37.7578899,144.9384136,3055
Longrain,Thai,28,$$ - $$$,restaurant,4.5,"44 Little Bourke St, Melbourne, Victoria 3000 Australia",1172,-37.81077635,144.9710503,3000
Lord Cardigan,Australian,278,$$ - $$$,restaurant,4.5,"59 Cardigan Pl, Melbourne, Victoria 3206 Australia",114,-37.8411023,144.9531945,3206
Lucy Liu Kitchen and Bar,Asian,67,$$ - $$$,restaurant,4.5,"23 Oliver Lane, Melbourne, Victoria 3000 Australia",1195,-37.816018,144.969859,3000
Ludlow Bar & Dining Room,Bar,322,$$ - $$$,restaurant,3.5,"6 Riverside Qy, Melbourne, Victoria 3006 Australia",702,-37.8209861,144.9639956,3006
Lune Croissanterie,Bakery,221,$,restaurant,4.5,"161 Collins St Shop 16, Enter via Russell Street, Melbourne, Victoria 3000 Australia",156,-37.815335,144.9690541,3000
Lupino Bistro and Bar,Italian,16,$$ - $$$,restaurant,4.5,"41 Little Collins St, Melbourne, Victoria 3000 Australia",416,-37.812791,144.972385,3000
Maccaroni Trattoria Italiana,Italian,286,$$ - $$$,restaurant,4,"10-16 Manchester Lane, Melbourne, Victoria 3000 Australia",408,-37.815889,144.965984,3000
Madame Brussels,Bar,114,$$ - $$$,restaurant,4,"59-63 Bourke St Level 3, Above Spaghetti Tree Restaurant!, Melbourne, Victoria 3000 Australia",461,-37.81202,144.971518,3000
Magic Mountain Saloon,Thai,148,$$ - $$$,restaurant,4,"62 Little Collins St, Melbourne, Victoria 3000 Australia",289,-37.81282,144.971441,3000
Maha,Turkish,45,$$$$,restaurant,4.5,"21 Bond St, Melbourne, Victoria 3000 Australia",1702,-37.818209,144.962643,3000
Mahn Doo,Korean,169,$$ - $$$,restaurant,4.5,"365 La Trobe St, Melbourne, Victoria 3000 Australia",119,-37.8112731,144.9587623,3000
Mamak,Malaysian,116,$,restaurant,4,"366 Lonsdale St, Melbourne, Victoria 3000 Australia",514,-37.8123114,144.9615654,3000
Mamasita,Mexican,135,$$ - $$$,restaurant,4,"11 Collins St, Melbourne, Victoria 3000 Australia",1307,-37.81376445,144.9734674,3000
Manchester Press,Cafe,84,$$ - $$$,restaurant,4.5,"8 Rankins Lane, Melbourne, Victoria 3000 Australia",500,-37.813903,144.962142,3000
Marion Wine Bar,Bar,8,$$ - $$$,restaurant,4.5,"53 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",145,-37.8054823,144.9759358,3065
Marios Cafe,Italian,19,$$ - $$$,restaurant,4,"303 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",225,-37.7979683,144.978375,3065
Massi,Italian,320,$$ - $$$,restaurant,4.5,"445 Little Collins St, Melbourne, Victoria 3000 Australia",83,-37.817137,144.960121,3000
Matteo's,Australian,1,$$$$,restaurant,4.5,"533 Brunswick St Melbourne, North Fitzroy, Yarra, Victoria 3068 Australia",378,-37.7911674,144.9794716,3068
Max Bar Restaurant,Italian,63,$$ - $$$,restaurant,4,"54 - 58 Hardware Lane, Melbourne, Victoria 3000 Australia",1405,-37.813374,144.961248,3000
Meatmaiden,Steakhouse,204,$$ - $$$,restaurant,4,"195 Little Collins St Basement, Melbourne, Victoria 3000 Australia",344,-37.8141094,144.9677371,3000
Mediterraneo Charcoal Restaurant,Steakhouse,3,$$ - $$$,restaurant,4.5,"116 Bridport St, Albert Park, Port Phillip, Victoria 3206 Australia",171,-37.84027865,144.9563687,3206
Melba Restaurant,Indian,125,$$$$,restaurant,4,"1 Southgate Ave The Langham, Southbank, Melbourne, Victoria 3006 Australia",1306,-37.823364,144.95633,3006
Melbourne Hwaro Korean Barbecue,Korean,285,$$ - $$$,restaurant,4,"Level Ground 562 Little Bourke St, Melbourne, Victoria 3000 Australia",141,-37.815159,144.955703,3000
Mercadante Woodfired Pizzeria,Italian,175,$$ - $$$,restaurant,4.5,"Shop 123, Lygon St Carlton, Melbourne, Victoria 3053 Australia",365,-37.804137,144.9661545,3053
Merchant,Italian,182,$$ - $$$,restaurant,4,"495 Collins St, Melbourne, Victoria 3000 Australia",331,-37.8185522,144.9579495,3000
Mesh - Crown Promenade,Australian,378,$$ - $$$,restaurant,4,"8 Whiteman Street, Southbank 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",432,-37.8242677,144.9577541,3006
Metro Burger,Australian,100,$,restaurant,4.5,"12 Degraves St, Melbourne, Victoria 3000 Australia",146,-37.8175596,144.9659417,3000
Mezzo,Italian,225,$$ - $$$,restaurant,4,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",324,-37.81355815,144.961973,3000
Milk the Cow,Bar,2,$$ - $$$,restaurant,4.5,"U 1 157 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",338,-37.8587349,144.9794801,3182
Milk the Cow,Bar,161,$$ - $$$,restaurant,4.5,"323 Lygon St, Melbourne, Victoria 3053 Australia",152,-37.7977805,144.9672295,3053
Mister and Miss Cafe,Cafe,1,$$ - $$$,restaurant,4,"Mont Albert Victoria 711-713 Whitehorse Rd, Mont Albert, Whitehorse, Victoria 3127 Australia",199,-37.815617,145.105808,3127
Mister Bianco,Italian,3,$$ - $$$,restaurant,4,"285 High St, Kew, Boroondara, Victoria 3101 Australia",214,-37.8075261,145.0289366,3101
Mitre Tavern Steakhouse & Grill,Steakhouse,151,$$ - $$$,restaurant,4,"5 Bank Pl Level 1, Melbourne, Victoria 3000 Australia",424,-37.81693585,144.9606592,3000
Miyako Japanese Cuisine & Teppanyaki,Japanese,250,$$ - $$$,restaurant,4,"3 Southgate Ave Upper Level, Shop UR2, Southgate Arts & Leisure Precinct, Melbourne, Victoria 3006 Australia",323,-37.820228,144.966524,3006
Mjolner,European,195,$$$$,restaurant,4.5,"106 Hardware St, Melbourne, Victoria 3000 Australia",136,-37.8121322,144.9606841,3000
Moroccan Soup Bar,Moroccan,2,$,restaurant,4.5,"183 St Georges Rd, North Fitzroy, Yarra, Victoria 3068 Australia",218,-37.7848639,144.9823189,3068
MoVida Aqui,Spanish,81,$$ - $$$,restaurant,4.5,"Nab Building, 1 500 Bourke St NAB Building, Melbourne, Victoria 3000 Australia",752,-37.815262,144.958935,3000
Movida Bar de Tapas,Spanish,72,$$ - $$$,restaurant,4.5,"1 Hosier Lane, Melbourne, Victoria 3000 Australia",2760,-37.8165887,144.9691595,3000
MoVida Next Door,Spanish,73,$$ - $$$,restaurant,4.5,"164 Flinders St, Melbourne, Victoria 3000 Australia",528,-37.816756,144.969114,3000
Mr Huang Jin,Chinese,227,$$ - $$$,restaurant,4.5,"24 Katherine Pl Plaza Level, Rialto Towers, Melbourne, Victoria 3000 Australia",96,-37.820306,144.956609,3000
Mr. Hive,Australian,289,$$ - $$$,restaurant,4,"Level 1, Crown Metropol 8 Whiteman Street, Melbourne, Victoria Australia",456,-37.82333165,144.9582858,3006
Mr. Miyagi,Japanese,2,$$ - $$$,restaurant,4,"99 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",401,-37.854224,144.992719,3181
Munich Brauhaus,German,304,$$ - $$$,restaurant,3.5,"45 South Wharf Promenade, Melbourne, Victoria Australia",1034,-37.8240594,144.9507459,3006
Naked for Satan,Bar,5,$$ - $$$,restaurant,4.5,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",1244,-37.7988408,144.9782369,3065
Naked in the Sky,Bar,20,$$ - $$$,restaurant,4.5,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",130,-37.7988408,144.9782369,3065
Nevsky Russian Restaurant,Russian,1,$$ - $$$,restaurant,4.5,"476 Glen Huntly Rd, Elsternwick, Glen Eira, Victoria 3185 Australia",160,-37.8852786,145.0078014,3185
Nine Elephants,Thai,279,$$ - $$$,restaurant,4.5,"67 Village St Docklands, Melbourne, Victoria 3008 Australia",145,-37.8185154,144.948856,3008
Nirankar Restaurant,Nepalese,248,$$ - $$$,restaurant,4.5,"174-176 Queen St, Melbourne, Victoria 3000 Australia",189,-37.8143272,144.9606596,3000
No35,Australian,104,$$$$,restaurant,4,"35/25 Collins St Level 35, Melbourne, Victoria 3000 Australia",929,-37.813895,144.97303,3000
Nobu Melbourne,Japanese,178,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St, Melbourne, Victoria 3006 Australia",1462,-37.82333165,144.9582858,3006
Noir,French,3,$$$$,restaurant,4.5,"175 Swan St, Richmond, Yarra, Victoria 3121 Australia",234,-37.82595286,145.0012977,3121
Oak & Vine,Australian,276,$$ - $$$,restaurant,4.5,"60 Market St, Melbourne, Victoria 3000 Australia",108,-37.81776725,144.9608608,3000
Om Nom,Dessert,83,$$$$,restaurant,4,"187 Flinders Lane Adelphi Hotel, Melbourne, Victoria 3000 Australia",545,-37.816227,144.968294,3000
Ombra Salumi Bar,Italian,158,$$ - $$$,restaurant,4.5,"76 Bourke St, Melbourne, Victoria 3000 Australia",230,-37.81189173,144.9707001,3000
One Eleven,Australian,313,$$$$,restaurant,4,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",175,-37.8094185,144.9720826,3000
Operator 25,Cafe,22,$$ - $$$,restaurant,4.5,"25 Wills St, Melbourne, Victoria 3000 Australia",447,-37.8107145,144.9571233,3000
Oriental Spoon,Korean,295,$$ - $$$,restaurant,4,"254 La Trobe St, Melbourne, Victoria 3000 Australia",217,-37.809999,144.961488,3000
Oriental Tea House,Chinese,255,$$ - $$$,restaurant,4,"378 Little Collins St, Melbourne, Victoria 3000 Australia",221,-37.815569,144.962051,3000
Osteria Ilaria,Italian,120,$$ - $$$,restaurant,4.5,"367 Little Bourke St, Melbourne, Victoria 3000 Australia",248,-37.81364356,144.9616754,3000
P.J.O'Brien's Irish Pub,Bar,92,$$ - $$$,restaurant,4,"Southgate Southgate Restaurant & Shopping Precinct, Melbourne, Victoria 3006 Australia",544,-35.346234,149.085824,3006
Pacinos Italian Family Restaurant,Italian,1,$$ - $$$,restaurant,4.5,"300 Epsom Rd 300-320 Epsom Road, Ascot Vale, Moonee Valley, Victoria 3031 Australia",240,-37.776967,144.905092,3031
Palermo,Argentinian,166,$$ - $$$,restaurant,4.5,"401 Little Bourke St, Melbourne, Victoria 3000 Australia",143,-37.81383523,144.9610076,3000
Papa Gino's Pizza Restaurant,Italian,209,$$ - $$$,restaurant,4,"Lygon Street Carlton, Melbourne, Victoria 3053 Australia",465,-37.7993535,144.9672439,3053
Paper Plate Restaurant,Vietnamese,12,$$ - $$$,restaurant,4.5,"318 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",65,-37.81896423,145.0018928,3121
Paris Go Bistro,French,307,$$ - $$$,restaurant,4,"116 Rathdowne St, Melbourne, Victoria 3053 Australia",169,-37.79695645,144.9708681,3053
Park Street Pasta & Wine,Italian,443,$$ - $$$,restaurant,4.5,"268 Park St South Melbourne, Melbourne, Victoria 3205 Australia",91,-37.78053894,144.9795306,3205
Pascale Bar & Grill,European,284,$$$$,restaurant,4.5,"133 Russell St Level 1, Melbourne, Victoria 3000 Australia",161,-37.81349168,144.9681383,3000
pastuso,Peruvian,78,$$ - $$$,restaurant,4.5,"19 Acdc Lane Off Flinders Lane Between Collins St and Exhibition St, Melbourne, Victoria 3000 Australia",857,-37.814338,144.970623,3000
Patricia Coffee Brewers,Cafe,27,$,restaurant,4.5,"493-495 Little Bourke St, Melbourne, Victoria 3000 Australia",212,-37.814614,144.958226,3000
Peko Peko,Chinese,223,$,restaurant,4.5,"190 Wells St, Melbourne, Victoria 3205 Australia",208,-37.831928,144.969691,3205
Pellegrini's Espresso Bar,Italian,127,$,restaurant,4,"66 Bourke St, Melbourne, Victoria 3000 Australia",1067,-37.81180884,144.9709896,3000
Phancy Cafe,Cafe,340,$$ - $$$,restaurant,4.5,"408 Queen St, Melbourne, Victoria 3000 Australia",93,-37.8091311,144.9582371,3000
Philhellene,Greek,3,$$ - $$$,restaurant,4,"551-553 Mount Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",187,-37.76942855,144.9253567,3039
Philippe,French,103,$$$$,restaurant,4.5,"115 Collins St, Melbourne, Victoria 3000 Australia",261,-37.8147372,144.9700774,3000
Pho Bo Ga Mekong,Vietnamese,269,$,restaurant,4,"241 Swanston St, Melbourne, Victoria 3000 Australia",448,-37.81243229,144.9649055,3000
Piccolo Mondo,Italian,47,$$ - $$$,restaurant,4.5,"240 Lygon St Carlton, Melbourne, Victoria 3053 Australia",735,-37.8015651,144.9671352,3053
Pidapipo Gelateria,Dessert,11,$,restaurant,4.5,"299 Lygon St, Carlton, Melbourne, Victoria 3053 Australia",433,-37.7983068,144.9671467,3053
Pier Port Melbourne,Bar,220,$$ - $$$,restaurant,4.5,"1 Bay St, Melbourne, Victoria 3207 Australia",189,-37.84280595,144.9380807,3207
Pilgrim Bar,Bar,325,$$ - $$$,restaurant,4,"Vaults 15-19 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",175,-37.819267,144.962048,3000
Pinchy's,Australian,198,$$ - $$$,restaurant,4.5,"Level 1, 200 Bourke St Midcity Arcade, Melbourne, Victoria 3000 Australia",146,-37.812786,144.967407,3000
Plain Sailing,Cafe,1,$$ - $$$,restaurant,4.5,"144 Ormond Rd, Elwood, Port Phillip, Victoria 3184 Australia",85,-37.8863787,144.9889713,3184
Plus 5,Italian,359,$$ - $$$,restaurant,4,"37 South Wharf Promenade, Melbourne, Victoria 3008 Australia",233,-37.824003,144.948479,3008
Ponyfish Island,Bar,115,$$ - $$$,restaurant,4,"Underneath Evan Walker Pedestrian Bridge Southbank, Melbourne, Victoria 3006 Australia",479,-37.825071,144.978682,3006
Pope Joan,Cafe,354,$$ - $$$,restaurant,4,"45 Collins St, Melbourne, Victoria 3000 Australia",170,-37.8142466,144.972547,3000
Postmaster Hotel,Bar,2,$$ - $$$,restaurant,4,"186 High St, Kew, Boroondara, Victoria 3101 Australia",185,-37.8075261,145.0289366,3101
Pretty Boy Italian Steakhouse,Italian,348,$$ - $$$,restaurant,4.5,"399 Little Lonsdale Street Level 1, Melbourne, Victoria 3000 Australia",73,-37.811922,144.96009,3000
Pud Thai vs Pho,Thai,347,$,restaurant,4.5,"60 Siddeley St, Melbourne, Victoria 3008 Australia",103,-37.8226901,144.9525252,3008
Punch Lane,European,34,$$ - $$$,restaurant,4.5,"43 Little Bourke St, Melbourne, Victoria 3000 Australia",667,-37.8135602,144.9619658,3000
Pure South Dining,Australian,177,$$$$,restaurant,4,"3 Southgate Ave Southbank, Melbourne, Victoria 3006 Australia",927,-37.8201768,144.966393,3006
QT Kitchen,Vietnamese,1,$$ - $$$,restaurant,4.5,"12 High St, Glen Iris, Stonnington, Victoria 3146 Australia",71,-37.8600011,145.0591488,3146
Radii Restaurant & Bar,European,384,$$$$,restaurant,4,"1 Parliament Pl, Melbourne, Victoria 3002 Australia",211,-37.8112924,144.9754803,3002
Radio Mexico Taqueria & Bar,Mexican,15,$$ - $$$,restaurant,4,"11-13 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",288,-37.8670378,144.9793105,3182
Railway Hotel,Bar,52,$$ - $$$,restaurant,4.5,"280 Ferrars St, Melbourne, Victoria 3205 Australia",267,-37.8353661,144.9557889,3205
Rare Steakhouse Downtown,Steakhouse,60,$$ - $$$,restaurant,4.5,"42-44 King St, Melbourne, Victoria 3000 Australia",516,-37.819162,144.95733,3000
Rare Steakhouse Midtown,Steakhouse,51,$$ - $$$,restaurant,4.5,"12 Goldie Pl, Melbourne, Victoria 3000 Australia",344,-37.813393,144.960782,3000
Rare Steakhouse Uptown,Steakhouse,40,$$ - $$$,restaurant,4.5,"61 Little Collins St Shop 6, Melbourne, Victoria 3000 Australia",755,-37.812995,144.971686,3000
Red Emperor Chinese Restaurant,Chinese,165,$$ - $$$,restaurant,4,"3 Southgate Ave M10/ Mid Level, Melbourne, Victoria 3006 Australia",534,-37.820228,144.966524,3006
Red Pepper Indian Restaurant,Indian,254,$$ - $$$,restaurant,4,"14 Bourke St, Melbourne, Victoria 3000 Australia",408,-37.81137785,144.9724949,3000
